func_id,rms,cost,run_id
11,166,257,64
6,32,2,64
13,134,260,64
11,167,261,64
6,32,2,64
13,135,264,64
11,168,265,64
6,32,2,64
13,136,268,64
11,169,269,64
6,32,2,64
13,137,272,64
11,170,273,64
6,32,2,64
13,138,276,64
11,171,277,64
6,32,2,64
13,139,280,64
11,172,281,64
6,32,2,64
13,140,284,64
11,173,285,64
6,32,2,64
13,141,288,64
11,174,289,64
6,32,2,64
13,142,292,64
11,175,293,64
6,32,2,64
13,143,296,64
11,176,297,64
6,32,2,64
13,144,300,64
11,177,301,64
6,32,2,64
13,145,304,64
11,178,305,64
6,32,2,64
13,146,308,64
11,179,309,64
6,32,2,64
13,147,312,64
11,180,313,64
6,32,2,64
13,148,316,64
11,181,317,64
6,32,2,64
13,149,320,64
11,182,321,64
6,32,2,64
13,150,324,64
11,183,325,64
6,32,2,64
13,151,328,64
11,184,329,64
6,32,2,64
13,152,332,64
11,185,333,64
6,32,2,64
13,153,336,64
11,186,337,64
6,32,2,64
13,154,340,64
11,187,341,64
6,32,2,64
13,155,344,64
11,188,345,64
6,32,2,64
13,156,348,64
11,189,349,64
6,32,2,64
13,157,352,64
11,190,353,64
6,32,2,64
13,158,356,64
11,191,357,64
6,32,2,64
13,159,360,64
11,192,361,64
6,32,2,64
13,160,364,64
11,193,365,64
6,32,2,64
13,161,368,64
11,194,369,64
6,32,2,64
13,162,372,64
11,195,373,64
6,32,2,64
13,163,376,64
11,196,377,64
6,32,2,64
13,164,380,64
11,197,381,64
6,32,2,64
13,165,384,64
11,198,385,64
6,32,2,64
13,166,388,64
11,199,389,64
6,32,2,64
13,167,392,64
11,200,393,64
6,32,2,64
13,168,396,64
11,201,397,64
6,32,2,64
13,169,400,64
11,202,401,64
6,32,2,64
13,170,404,64
11,203,405,64
6,32,2,64
13,171,408,64
11,204,409,64
6,32,2,64
13,172,412,64
11,205,413,64
6,32,2,64
13,173,416,64
11,206,417,64
6,32,2,64
13,174,420,64
11,207,421,64
6,32,2,64
13,175,424,64
11,208,425,64
6,32,2,64
13,176,428,64
11,209,429,64
6,32,2,64
13,177,432,64
11,210,433,64
6,32,2,64
13,178,436,64
11,211,437,64
6,32,2,64
13,179,440,64
11,212,441,64
6,32,2,64
13,180,444,64
11,213,445,64
6,32,2,64
13,181,448,64
11,214,449,64
6,32,2,64
13,182,452,64
11,215,453,64
6,32,2,64
13,183,456,64
11,216,457,64
6,32,2,64
13,184,460,64
11,217,461,64
6,32,2,64
13,185,464,64
11,218,465,64
6,32,2,64
13,186,468,64
11,219,469,64
6,32,2,64
13,187,472,64
11,220,473,64
6,32,2,64
13,194,489,64
11,227,490,64
10,470,29174,64
9,224,1,64
12,752,29179,64
5,8,1,65
7,16,2,65
8,16,1,65
13,71,5,65
11,104,6,65
6,32,2,65
13,72,7,65
11,105,8,65
6,32,2,65
13,72,7,65
11,105,8,65
6,32,2,65
13,72,7,65
11,105,8,65
6,32,2,65
13,73,16,65
11,106,17,65
6,32,2,65
13,74,20,65
11,107,21,65
6,32,2,65
13,75,24,65
11,108,25,65
6,32,2,65
13,76,28,65
11,109,29,65
6,32,2,65
13,77,32,65
11,110,33,65
6,32,2,65
13,78,36,65
11,111,37,65
6,32,2,65
13,79,40,65
11,112,41,65
6,32,2,65
13,80,44,65
11,113,45,65
6,32,2,65
13,81,48,65
11,114,49,65
6,32,2,65
13,82,52,65
11,115,53,65
6,32,2,65
13,83,56,65
11,116,57,65
6,32,2,65
13,84,60,65
11,117,61,65
6,32,2,65
13,85,64,65
11,118,65,65
6,32,2,65
13,86,68,65
11,119,69,65
6,32,2,65
13,87,72,65
11,120,73,65
6,32,2,65
13,88,76,65
11,121,77,65
6,32,2,65
13,89,80,65
11,122,81,65
6,32,2,65
13,90,84,65
11,123,85,65
6,32,2,65
13,91,88,65
11,124,89,65
6,32,2,65
13,92,92,65
11,125,93,65
6,32,2,65
13,93,96,65
11,126,97,65
6,32,2,65
13,94,100,65
11,127,101,65
6,32,2,65
13,95,104,65
11,128,105,65
6,32,2,65
13,96,108,65
11,129,109,65
6,32,2,65
13,97,112,65
11,130,113,65
6,32,2,65
13,98,116,65
11,131,117,65
6,32,2,65
13,99,120,65
11,132,121,65
6,32,2,65
13,100,124,65
11,133,125,65
6,32,2,65
13,101,128,65
11,134,129,65
6,32,2,65
13,102,132,65
11,135,133,65
6,32,2,65
13,103,136,65
11,136,137,65
6,32,2,65
13,104,140,65
11,137,141,65
6,32,2,65
13,105,144,65
11,138,145,65
6,32,2,65
13,106,148,65
11,139,149,65
6,32,2,65
13,107,152,65
11,140,153,65
6,32,2,65
13,108,156,65
11,141,157,65
6,32,2,65
13,109,160,65
11,142,161,65
6,32,2,65
13,110,164,65
11,143,165,65
6,32,2,65
13,111,168,65
11,144,169,65
6,32,2,65
13,112,172,65
11,145,173,65
6,32,2,65
13,113,176,65
11,146,177,65
6,32,2,65
13,114,180,65
11,147,181,65
6,32,2,65
13,115,184,65
11,148,185,65
6,32,2,65
13,116,188,65
11,149,189,65
6,32,2,65
13,117,192,65
11,150,193,65
6,32,2,65
13,118,196,65
11,151,197,65
6,32,2,65
13,119,200,65
11,152,201,65
6,32,2,65
13,120,204,65
11,153,205,65
6,32,2,65
13,121,208,65
11,154,209,65
6,32,2,65
13,122,212,65
11,155,213,65
6,32,2,65
13,123,216,65
11,156,217,65
6,32,2,65
13,124,220,65
11,157,221,65
6,32,2,65
13,125,224,65
11,158,225,65
6,32,2,65
13,126,228,65
11,159,229,65
6,32,2,65
13,127,232,65
11,160,233,65
6,32,2,65
13,128,236,65
11,161,237,65
6,32,2,65
13,129,240,65
11,162,241,65
6,32,2,65
13,130,244,65
11,163,245,65
6,32,2,65
13,131,248,65
11,164,249,65
6,32,2,65
13,132,252,65
11,165,253,65
6,32,2,65
13,133,256,65
11,166,257,65
6,32,2,65
13,134,260,65
11,167,261,65
6,32,2,65
13,135,264,65
11,168,265,65
6,32,2,65
13,136,268,65
11,169,269,65
6,32,2,65
13,137,272,65
11,170,273,65
6,32,2,65
13,138,276,65
11,171,277,65
6,32,2,65
13,139,280,65
11,172,281,65
6,32,2,65
13,140,284,65
11,173,285,65
6,32,2,65
13,141,288,65
11,174,289,65
6,32,2,65
13,142,292,65
11,175,293,65
6,32,2,65
13,143,296,65
11,176,297,65
6,32,2,65
13,144,300,65
11,177,301,65
6,32,2,65
13,145,304,65
11,178,305,65
6,32,2,65
13,146,308,65
11,179,309,65
6,32,2,65
13,147,312,65
11,180,313,65
6,32,2,65
13,148,316,65
11,181,317,65
6,32,2,65
13,149,320,65
11,182,321,65
6,32,2,65
13,150,324,65
11,183,325,65
6,32,2,65
13,151,328,65
11,184,329,65
6,32,2,65
13,152,332,65
11,185,333,65
6,32,2,65
13,153,336,65
11,186,337,65
6,32,2,65
13,154,340,65
11,187,341,65
6,32,2,65
13,155,344,65
11,188,345,65
6,32,2,65
13,156,348,65
11,189,349,65
6,32,2,65
13,157,352,65
11,190,353,65
6,32,2,65
13,158,356,65
11,191,357,65
6,32,2,65
13,159,360,65
11,192,361,65
6,32,2,65
13,160,364,65
11,193,365,65
6,32,2,65
13,161,368,65
11,194,369,65
6,32,2,65
13,168,385,65
11,201,386,65
10,444,17968,65
9,224,1,65
12,726,17973,65
5,8,1,66
7,16,2,66
8,16,1,66
13,71,5,66
11,104,6,66
6,32,2,66
13,72,7,66
11,105,8,66
6,32,2,66
13,72,7,66
11,105,8,66
6,32,2,66
13,72,7,66
11,105,8,66
6,32,2,66
13,73,16,66
11,106,17,66
6,32,2,66
13,74,20,66
11,107,21,66
6,32,2,66
13,75,24,66
11,108,25,66
6,32,2,66
13,76,28,66
11,109,29,66
6,32,2,66
13,77,32,66
11,110,33,66
6,32,2,66
13,78,36,66
11,111,37,66
6,32,2,66
13,79,40,66
11,112,41,66
6,32,2,66
13,80,44,66
11,113,45,66
6,32,2,66
13,81,48,66
11,114,49,66
6,32,2,66
13,82,52,66
11,115,53,66
6,32,2,66
13,83,56,66
11,116,57,66
6,32,2,66
13,84,60,66
11,117,61,66
6,32,2,66
13,85,64,66
11,118,65,66
6,32,2,66
13,86,68,66
11,119,69,66
6,32,2,66
13,87,72,66
11,120,73,66
6,32,2,66
13,88,76,66
11,121,77,66
6,32,2,66
13,89,80,66
11,122,81,66
6,32,2,66
13,90,84,66
11,123,85,66
6,32,2,66
13,91,88,66
11,124,89,66
6,32,2,66
13,92,92,66
11,125,93,66
6,32,2,66
13,93,96,66
11,126,97,66
6,32,2,66
13,94,100,66
11,127,101,66
6,32,2,66
13,95,104,66
11,128,105,66
6,32,2,66
13,96,108,66
11,129,109,66
6,32,2,66
13,97,112,66
11,130,113,66
6,32,2,66
13,98,116,66
11,131,117,66
6,32,2,66
13,99,120,66
11,132,121,66
6,32,2,66
13,100,124,66
11,133,125,66
6,32,2,66
13,101,128,66
11,134,129,66
6,32,2,66
13,102,132,66
11,135,133,66
6,32,2,66
13,103,136,66
11,136,137,66
6,32,2,66
13,104,140,66
11,137,141,66
6,32,2,66
13,105,144,66
11,138,145,66
6,32,2,66
13,106,148,66
11,139,149,66
6,32,2,66
13,107,152,66
11,140,153,66
6,32,2,66
13,108,156,66
11,141,157,66
6,32,2,66
13,109,160,66
11,142,161,66
6,32,2,66
13,110,164,66
11,143,165,66
6,32,2,66
13,111,168,66
11,144,169,66
6,32,2,66
13,112,172,66
11,145,173,66
6,32,2,66
13,113,176,66
11,146,177,66
6,32,2,66
13,114,180,66
11,147,181,66
6,32,2,66
13,115,184,66
11,148,185,66
6,32,2,66
13,116,188,66
11,149,189,66
6,32,2,66
13,117,192,66
11,150,193,66
6,32,2,66
13,118,196,66
11,151,197,66
6,32,2,66
13,119,200,66
11,152,201,66
6,32,2,66
13,120,204,66
11,153,205,66
6,32,2,66
13,121,208,66
11,154,209,66
6,32,2,66
13,122,212,66
11,155,213,66
6,32,2,66
13,123,216,66
11,156,217,66
6,32,2,66
13,124,220,66
11,157,221,66
6,32,2,66
13,125,224,66
11,158,225,66
6,32,2,66
13,126,228,66
11,159,229,66
6,32,2,66
13,127,232,66
11,160,233,66
6,32,2,66
13,128,236,66
11,161,237,66
6,32,2,66
13,129,240,66
11,162,241,66
6,32,2,66
13,130,244,66
11,163,245,66
6,32,2,66
13,131,248,66
11,164,249,66
6,32,2,66
13,132,252,66
11,165,253,66
6,32,2,66
13,133,256,66
11,166,257,66
6,32,2,66
13,134,260,66
11,167,261,66
6,32,2,66
13,135,264,66
11,168,265,66
6,32,2,66
13,136,268,66
11,169,269,66
6,32,2,66
13,137,272,66
11,170,273,66
6,32,2,66
13,138,276,66
11,171,277,66
6,32,2,66
13,139,280,66
11,172,281,66
6,32,2,66
13,140,284,66
11,173,285,66
6,32,2,66
13,141,288,66
11,174,289,66
6,32,2,66
13,142,292,66
11,175,293,66
6,32,2,66
13,143,296,66
11,176,297,66
6,32,2,66
13,144,300,66
11,177,301,66
6,32,2,66
13,145,304,66
11,178,305,66
6,32,2,66
13,146,308,66
11,179,309,66
6,32,2,66
13,147,312,66
11,180,313,66
6,32,2,66
13,148,316,66
11,181,317,66
6,32,2,66
13,149,320,66
11,182,321,66
6,32,2,66
13,150,324,66
11,183,325,66
6,32,2,66
13,151,328,66
11,184,329,66
6,32,2,66
13,152,332,66
11,185,333,66
6,32,2,66
13,153,336,66
11,186,337,66
6,32,2,66
13,160,353,66
11,193,354,66
10,436,15064,66
9,224,1,66
12,718,15069,66
5,8,1,67
7,16,2,67
8,16,1,67
13,71,5,67
11,104,6,67
6,32,2,67
13,72,7,67
11,105,8,67
6,32,2,67
13,72,7,67
11,105,8,67
6,32,2,67
13,72,7,67
11,105,8,67
6,32,2,67
13,73,16,67
11,106,17,67
6,32,2,67
13,74,20,67
11,107,21,67
6,32,2,67
13,75,24,67
11,108,25,67
6,32,2,67
13,76,28,67
11,109,29,67
6,32,2,67
13,77,32,67
11,110,33,67
6,32,2,67
13,78,36,67
11,111,37,67
6,32,2,67
13,79,40,67
11,112,41,67
6,32,2,67
13,80,44,67
11,113,45,67
6,32,2,67
13,81,48,67
11,114,49,67
6,32,2,67
13,82,52,67
11,115,53,67
6,32,2,67
13,83,56,67
11,116,57,67
6,32,2,67
13,84,60,67
11,117,61,67
6,32,2,67
13,85,64,67
11,118,65,67
6,32,2,67
13,86,68,67
11,119,69,67
6,32,2,67
13,87,72,67
11,120,73,67
6,32,2,67
13,88,76,67
11,121,77,67
6,32,2,67
13,89,80,67
11,122,81,67
6,32,2,67
13,90,84,67
11,123,85,67
6,32,2,67
13,91,88,67
11,124,89,67
6,32,2,67
13,92,92,67
11,125,93,67
6,32,2,67
13,93,96,67
11,126,97,67
6,32,2,67
13,94,100,67
11,127,101,67
6,32,2,67
13,95,104,67
11,128,105,67
6,32,2,67
13,96,108,67
11,129,109,67
6,32,2,67
13,97,112,67
11,130,113,67
6,32,2,67
13,98,116,67
11,131,117,67
6,32,2,67
13,99,120,67
11,132,121,67
6,32,2,67
13,100,124,67
11,133,125,67
6,32,2,67
13,101,128,67
11,134,129,67
6,32,2,67
13,102,132,67
11,135,133,67
6,32,2,67
13,103,136,67
11,136,137,67
6,32,2,67
13,104,140,67
11,137,141,67
6,32,2,67
13,105,144,67
11,138,145,67
6,32,2,67
13,106,148,67
11,139,149,67
6,32,2,67
13,107,152,67
11,140,153,67
6,32,2,67
13,108,156,67
11,141,157,67
6,32,2,67
13,109,160,67
11,142,161,67
6,32,2,67
13,110,164,67
11,143,165,67
6,32,2,67
13,111,168,67
11,144,169,67
6,32,2,67
13,112,172,67
11,145,173,67
6,32,2,67
13,113,176,67
11,146,177,67
6,32,2,67
13,114,180,67
11,147,181,67
6,32,2,67
13,115,184,67
11,148,185,67
6,32,2,67
13,116,188,67
11,149,189,67
6,32,2,67
13,117,192,67
11,150,193,67
6,32,2,67
13,118,196,67
11,151,197,67
6,32,2,67
13,119,200,67
11,152,201,67
6,32,2,67
13,120,204,67
11,153,205,67
6,32,2,67
13,121,208,67
11,154,209,67
6,32,2,67
13,122,212,67
11,155,213,67
6,32,2,67
13,123,216,67
11,156,217,67
6,32,2,67
13,124,220,67
11,157,221,67
6,32,2,67
13,125,224,67
11,158,225,67
6,32,2,67
13,126,228,67
11,159,229,67
6,32,2,67
13,127,232,67
11,160,233,67
6,32,2,67
13,128,236,67
11,161,237,67
6,32,2,67
13,129,240,67
11,162,241,67
6,32,2,67
13,130,244,67
11,163,245,67
6,32,2,67
13,131,248,67
11,164,249,67
6,32,2,67
13,132,252,67
11,165,253,67
6,32,2,67
13,133,256,67
11,166,257,67
6,32,2,67
13,134,260,67
11,167,261,67
6,32,2,67
13,135,264,67
11,168,265,67
6,32,2,67
13,136,268,67
11,169,269,67
6,32,2,67
13,137,272,67
11,170,273,67
6,32,2,67
13,138,276,67
11,171,277,67
6,32,2,67
13,139,280,67
11,172,281,67
6,32,2,67
13,140,284,67
11,173,285,67
6,32,2,67
13,141,288,67
11,174,289,67
6,32,2,67
13,142,292,67
11,175,293,67
6,32,2,67
13,143,296,67
11,176,297,67
6,32,2,67
13,144,300,67
11,177,301,67
6,32,2,67
13,145,304,67
11,178,305,67
6,32,2,67
13,146,308,67
11,179,309,67
6,32,2,67
13,147,312,67
11,180,313,67
6,32,2,67
13,148,316,67
11,181,317,67
6,32,2,67
13,149,320,67
11,182,321,67
6,32,2,67
13,150,324,67
11,183,325,67
6,32,2,67
13,151,328,67
11,184,329,67
6,32,2,67
13,152,332,67
11,185,333,67
6,32,2,67
13,159,349,67
11,192,350,67
10,435,14719,67
9,224,1,67
12,717,14724,67
5,8,1,68
7,16,2,68
8,16,1,68
13,71,5,68
11,104,6,68
6,32,2,68
13,72,7,68
11,105,8,68
6,32,2,68
13,72,7,68
11,105,8,68
6,32,2,68
13,72,7,68
11,105,8,68
6,32,2,68
13,73,16,68
11,106,17,68
6,32,2,68
13,74,20,68
11,107,21,68
6,32,2,68
13,75,24,68
11,108,25,68
6,32,2,68
13,76,28,68
11,109,29,68
6,32,2,68
13,77,32,68
11,110,33,68
6,32,2,68
13,78,36,68
11,111,37,68
6,32,2,68
13,79,40,68
11,112,41,68
6,32,2,68
13,80,44,68
11,113,45,68
6,32,2,68
13,81,48,68
11,114,49,68
6,32,2,68
13,82,52,68
11,115,53,68
6,32,2,68
13,83,56,68
11,116,57,68
6,32,2,68
13,84,60,68
11,117,61,68
6,32,2,68
13,85,64,68
11,118,65,68
6,32,2,68
13,86,68,68
11,119,69,68
6,32,2,68
13,87,72,68
11,120,73,68
6,32,2,68
13,88,76,68
11,121,77,68
6,32,2,68
13,89,80,68
11,122,81,68
6,32,2,68
13,90,84,68
11,123,85,68
6,32,2,68
13,91,88,68
11,124,89,68
6,32,2,68
13,92,92,68
11,125,93,68
6,32,2,68
13,93,96,68
11,126,97,68
6,32,2,68
13,94,100,68
11,127,101,68
6,32,2,68
13,95,104,68
11,128,105,68
6,32,2,68
13,96,108,68
11,129,109,68
6,32,2,68
13,97,112,68
11,130,113,68
6,32,2,68
13,98,116,68
11,131,117,68
6,32,2,68
13,99,120,68
11,132,121,68
6,32,2,68
13,100,124,68
11,133,125,68
6,32,2,68
13,101,128,68
11,134,129,68
6,32,2,68
13,102,132,68
11,135,133,68
6,32,2,68
13,103,136,68
11,136,137,68
6,32,2,68
13,104,140,68
11,137,141,68
6,32,2,68
13,105,144,68
11,138,145,68
6,32,2,68
13,106,148,68
11,139,149,68
6,32,2,68
13,107,152,68
11,140,153,68
6,32,2,68
13,108,156,68
11,141,157,68
6,32,2,68
13,109,160,68
11,142,161,68
6,32,2,68
13,110,164,68
11,143,165,68
6,32,2,68
13,111,168,68
11,144,169,68
6,32,2,68
13,112,172,68
11,145,173,68
6,32,2,68
13,113,176,68
11,146,177,68
6,32,2,68
13,114,180,68
11,147,181,68
6,32,2,68
13,115,184,68
11,148,185,68
6,32,2,68
13,116,188,68
11,149,189,68
6,32,2,68
13,117,192,68
11,150,193,68
6,32,2,68
13,118,196,68
11,151,197,68
6,32,2,68
13,119,200,68
11,152,201,68
6,32,2,68
13,120,204,68
11,153,205,68
6,32,2,68
13,121,208,68
11,154,209,68
6,32,2,68
13,122,212,68
11,155,213,68
6,32,2,68
13,123,216,68
11,156,217,68
6,32,2,68
13,124,220,68
11,157,221,68
6,32,2,68
13,125,224,68
11,158,225,68
6,32,2,68
13,126,228,68
11,159,229,68
6,32,2,68
13,127,232,68
11,160,233,68
6,32,2,68
13,128,236,68
11,161,237,68
6,32,2,68
13,129,240,68
11,162,241,68
6,32,2,68
13,130,244,68
11,163,245,68
6,32,2,68
13,131,248,68
11,164,249,68
6,32,2,68
13,132,252,68
11,165,253,68
6,32,2,68
13,133,256,68
11,166,257,68
6,32,2,68
13,134,260,68
11,167,261,68
6,32,2,68
13,135,264,68
11,168,265,68
6,32,2,68
13,136,268,68
11,169,269,68
6,32,2,68
13,137,272,68
11,170,273,68
6,32,2,68
13,138,276,68
11,171,277,68
6,32,2,68
13,139,280,68
11,172,281,68
6,32,2,68
13,140,284,68
11,173,285,68
6,32,2,68
13,141,288,68
11,174,289,68
6,32,2,68
13,142,292,68
11,175,293,68
6,32,2,68
13,143,296,68
11,176,297,68
6,32,2,68
13,144,300,68
11,177,301,68
6,32,2,68
13,145,304,68
11,178,305,68
6,32,2,68
13,146,308,68
11,179,309,68
6,32,2,68
13,147,312,68
11,180,313,68
6,32,2,68
13,148,316,68
11,181,317,68
6,32,2,68
13,149,320,68
11,182,321,68
6,32,2,68
13,150,324,68
11,183,325,68
6,32,2,68
13,151,328,68
11,184,329,68
6,32,2,68
13,152,332,68
11,185,333,68
6,32,2,68
13,153,336,68
11,186,337,68
6,32,2,68
13,154,340,68
11,187,341,68
6,32,2,68
13,155,344,68
11,188,345,68
6,32,2,68
13,156,348,68
11,189,349,68
6,32,2,68
13,157,352,68
11,190,353,68
6,32,2,68
13,158,356,68
11,191,357,68
6,32,2,68
13,159,360,68
11,192,361,68
6,32,2,68
13,160,364,68
11,193,365,68
6,32,2,68
13,161,368,68
11,194,369,68
6,32,2,68
13,162,372,68
11,195,373,68
6,32,2,68
13,163,376,68
11,196,377,68
6,32,2,68
13,164,380,68
11,197,381,68
6,32,2,68
13,165,384,68
11,198,385,68
6,32,2,68
13,166,388,68
11,199,389,68
6,32,2,68
13,167,392,68
11,200,393,68
6,32,2,68
13,168,396,68
11,201,397,68
6,32,2,68
13,169,400,68
11,202,401,68
6,32,2,68
13,176,417,68
11,209,418,68
10,452,21128,68
9,224,1,68
12,734,21133,68
5,8,1,69
7,16,2,69
8,16,1,69
13,71,5,69
11,104,6,69
6,32,2,69
13,72,7,69
11,105,8,69
6,32,2,69
13,72,7,69
11,105,8,69
6,32,2,69
13,72,7,69
11,105,8,69
6,32,2,69
13,73,16,69
11,106,17,69
6,32,2,69
13,74,20,69
11,107,21,69
6,32,2,69
13,75,24,69
11,108,25,69
6,32,2,69
13,76,28,69
11,109,29,69
6,32,2,69
13,77,32,69
11,110,33,69
6,32,2,69
13,78,36,69
11,111,37,69
6,32,2,69
13,79,40,69
11,112,41,69
6,32,2,69
13,80,44,69
11,113,45,69
6,32,2,69
13,81,48,69
11,114,49,69
6,32,2,69
13,82,52,69
11,115,53,69
6,32,2,69
13,83,56,69
11,116,57,69
6,32,2,69
13,84,60,69
11,117,61,69
6,32,2,69
13,85,64,69
11,118,65,69
6,32,2,69
13,86,68,69
11,119,69,69
6,32,2,69
13,87,72,69
11,120,73,69
6,32,2,69
13,88,76,69
11,121,77,69
6,32,2,69
13,89,80,69
11,122,81,69
6,32,2,69
13,90,84,69
11,123,85,69
6,32,2,69
13,91,88,69
11,124,89,69
6,32,2,69
13,92,92,69
11,125,93,69
6,32,2,69
13,93,96,69
11,126,97,69
6,32,2,69
13,94,100,69
11,127,101,69
6,32,2,69
13,95,104,69
11,128,105,69
6,32,2,69
13,96,108,69
11,129,109,69
6,32,2,69
13,97,112,69
11,130,113,69
6,32,2,69
13,98,116,69
11,131,117,69
6,32,2,69
13,99,120,69
11,132,121,69
6,32,2,69
13,100,124,69
11,133,125,69
6,32,2,69
13,101,128,69
11,134,129,69
6,32,2,69
13,102,132,69
11,135,133,69
6,32,2,69
13,103,136,69
11,136,137,69
6,32,2,69
13,104,140,69
11,137,141,69
6,32,2,69
13,105,144,69
11,138,145,69
6,32,2,69
13,106,148,69
11,139,149,69
6,32,2,69
13,107,152,69
11,140,153,69
6,32,2,69
13,108,156,69
11,141,157,69
6,32,2,69
13,109,160,69
11,142,161,69
6,32,2,69
13,110,164,69
11,143,165,69
6,32,2,69
13,111,168,69
11,144,169,69
6,32,2,69
13,112,172,69
11,145,173,69
6,32,2,69
13,113,176,69
11,146,177,69
6,32,2,69
13,114,180,69
11,147,181,69
6,32,2,69
13,115,184,69
11,148,185,69
6,32,2,69
13,116,188,69
11,149,189,69
6,32,2,69
13,117,192,69
11,150,193,69
6,32,2,69
13,118,196,69
11,151,197,69
6,32,2,69
13,119,200,69
11,152,201,69
6,32,2,69
13,120,204,69
11,153,205,69
6,32,2,69
13,121,208,69
11,154,209,69
6,32,2,69
13,122,212,69
11,155,213,69
6,32,2,69
13,123,216,69
11,156,217,69
6,32,2,69
13,124,220,69
11,157,221,69
6,32,2,69
13,125,224,69
11,158,225,69
6,32,2,69
13,126,228,69
11,159,229,69
6,32,2,69
13,127,232,69
11,160,233,69
6,32,2,69
13,128,236,69
11,161,237,69
6,32,2,69
13,129,240,69
11,162,241,69
6,32,2,69
13,130,244,69
11,163,245,69
6,32,2,69
13,131,248,69
11,164,249,69
6,32,2,69
13,132,252,69
11,165,253,69
6,32,2,69
13,133,256,69
11,166,257,69
6,32,2,69
13,134,260,69
11,167,261,69
6,32,2,69
13,135,264,69
11,168,265,69
6,32,2,69
13,136,268,69
11,169,269,69
6,32,2,69
13,137,272,69
11,170,273,69
6,32,2,69
13,138,276,69
11,171,277,69
6,32,2,69
13,139,280,69
11,172,281,69
6,32,2,69
13,140,284,69
11,173,285,69
6,32,2,69
13,141,288,69
11,174,289,69
6,32,2,69
13,142,292,69
11,175,293,69
6,32,2,69
13,143,296,69
11,176,297,69
6,32,2,69
13,144,300,69
11,177,301,69
6,32,2,69
13,145,304,69
11,178,305,69
6,32,2,69
13,146,308,69
11,179,309,69
6,32,2,69
13,147,312,69
11,180,313,69
6,32,2,69
13,148,316,69
11,181,317,69
6,32,2,69
13,149,320,69
11,182,321,69
6,32,2,69
13,150,324,69
11,183,325,69
6,32,2,69
13,151,328,69
11,184,329,69
6,32,2,69
13,152,332,69
11,185,333,69
6,32,2,69
13,153,336,69
11,186,337,69
6,32,2,69
13,154,340,69
11,187,341,69
6,32,2,69
13,155,344,69
11,188,345,69
6,32,2,69
13,156,348,69
11,189,349,69
6,32,2,69
13,157,352,69
11,190,353,69
6,32,2,69
13,158,356,69
11,191,357,69
6,32,2,69
13,159,360,69
11,192,361,69
6,32,2,69
13,160,364,69
11,193,365,69
6,32,2,69
13,161,368,69
11,194,369,69
6,32,2,69
13,162,372,69
11,195,373,69
6,32,2,69
13,163,376,69
11,196,377,69
6,32,2,69
13,164,380,69
11,197,381,69
6,32,2,69
13,165,384,69
11,198,385,69
6,32,2,69
13,166,388,69
11,199,389,69
6,32,2,69
13,167,392,69
11,200,393,69
6,32,2,69
13,168,396,69
11,201,397,69
6,32,2,69
13,169,400,69
11,202,401,69
6,32,2,69
13,170,404,69
11,203,405,69
6,32,2,69
13,171,408,69
11,204,409,69
6,32,2,69
13,172,412,69
11,205,413,69
6,32,2,69
13,173,416,69
11,206,417,69
6,32,2,69
13,174,420,69
11,207,421,69
6,32,2,69
13,175,424,69
11,208,425,69
6,32,2,69
13,176,428,69
11,209,429,69
6,32,2,69
13,177,432,69
11,210,433,69
6,32,2,69
13,178,436,69
11,211,437,69
6,32,2,69
13,179,440,69
11,212,441,69
6,32,2,69
13,180,444,69
11,213,445,69
6,32,2,69
13,181,448,69
11,214,449,69
6,32,2,69
13,182,452,69
11,215,453,69
6,32,2,69
13,183,456,69
11,216,457,69
6,32,2,69
13,184,460,69
11,217,461,69
6,32,2,69
13,185,464,69
11,218,465,69
6,32,2,69
13,186,468,69
11,219,469,69
6,32,2,69
13,187,472,69
11,220,473,69
6,32,2,69
13,188,476,69
11,221,477,69
6,32,2,69
13,189,480,69
11,222,481,69
6,32,2,69
13,190,484,69
11,223,485,69
6,32,2,69
13,191,488,69
11,224,489,69
6,32,2,69
13,192,492,69
11,225,493,69
6,32,2,69
13,193,496,69
11,226,497,69
6,32,2,69
13,194,500,69
11,227,501,69
6,32,2,69
13,195,504,69
11,228,505,69
6,32,2,69
13,196,508,69
11,229,509,69
6,32,2,69
13,197,512,69
11,230,513,69
6,32,2,69
13,198,516,69
11,231,517,69
6,32,2,69
13,199,520,69
11,232,521,69
6,32,2,69
13,200,524,69
11,233,525,69
6,32,2,69
13,201,528,69
11,234,529,69
6,32,2,69
13,202,532,69
11,235,533,69
6,32,2,69
13,203,536,69
11,236,537,69
6,32,2,69
13,204,540,69
11,237,541,69
6,32,2,69
13,205,544,69
11,238,545,69
6,32,2,69
13,206,548,69
11,239,549,69
6,32,2,69
13,207,552,69
11,240,553,69
6,32,2,69
13,208,556,69
11,241,557,69
6,32,2,69
13,215,573,69
11,248,574,69
10,491,40199,69
9,224,1,69
12,773,40204,69
5,8,1,70
7,16,2,70
8,16,1,70
13,71,5,70
11,104,6,70
6,32,2,70
13,72,7,70
11,105,8,70
6,32,2,70
13,72,7,70
11,105,8,70
6,32,2,70
13,72,7,70
11,105,8,70
6,32,2,70
13,73,16,70
11,106,17,70
6,32,2,70
13,74,20,70
11,107,21,70
6,32,2,70
13,75,24,70
11,108,25,70
6,32,2,70
13,76,28,70
11,109,29,70
6,32,2,70
13,77,32,70
