func_id,rms,cost,run_id
5,8,1,1
7,16,2,1
8,16,1,1
13,71,5,1
11,104,6,1
6,32,2,1
13,72,7,1
11,105,8,1
6,32,2,1
13,72,7,1
11,105,8,1
6,32,2,1
13,72,7,1
11,105,8,1
6,32,2,1
13,73,16,1
11,106,17,1
6,32,2,1
13,74,20,1
11,107,21,1
6,32,2,1
13,75,24,1
11,108,25,1
6,32,2,1
13,76,28,1
11,109,29,1
6,32,2,1
13,77,32,1
11,110,33,1
6,32,2,1
13,78,36,1
11,111,37,1
6,32,2,1
13,79,40,1
11,112,41,1
6,32,2,1
13,80,44,1
11,113,45,1
6,32,2,1
13,87,61,1
11,120,62,1
10,363,391,1
9,224,1,1
12,645,396,1
5,8,1,2
7,16,2,2
8,16,1,2
13,71,5,2
11,104,6,2
6,32,2,2
13,72,7,2
11,105,8,2
6,32,2,2
13,72,7,2
11,105,8,2
6,32,2,2
13,72,7,2
11,105,8,2
6,32,2,2
13,73,16,2
11,106,17,2
6,32,2,2
13,74,20,2
11,107,21,2
6,32,2,2
13,75,24,2
11,108,25,2
6,32,2,2
13,76,28,2
11,109,29,2
6,32,2,2
13,77,32,2
11,110,33,2
6,32,2,2
13,78,36,2
11,111,37,2
6,32,2,2
13,79,40,2
11,112,41,2
6,32,2,2
13,80,44,2
11,113,45,2
6,32,2,2
13,81,48,2
11,114,49,2
6,32,2,2
13,82,52,2
11,115,53,2
6,32,2,2
13,83,56,2
11,116,57,2
6,32,2,2
13,84,60,2
11,117,61,2
6,32,2,2
13,85,64,2
11,118,65,2
6,32,2,2
13,86,68,2
11,119,69,2
6,32,2,2
13,87,72,2
11,120,73,2
6,32,2,2
13,88,76,2
11,121,77,2
6,32,2,2
13,89,80,2
11,122,81,2
6,32,2,2
13,90,84,2
11,123,85,2
6,32,2,2
13,91,88,2
11,124,89,2
6,32,2,2
13,92,92,2
11,125,93,2
6,32,2,2
13,93,96,2
11,126,97,2
6,32,2,2
13,94,100,2
11,127,101,2
6,32,2,2
13,95,104,2
11,128,105,2
6,32,2,2
13,96,108,2
11,129,109,2
6,32,2,2
13,97,112,2
11,130,113,2
6,32,2,2
13,98,116,2
11,131,117,2
6,32,2,2
13,99,120,2
11,132,121,2
6,32,2,2
13,100,124,2
11,133,125,2
6,32,2,2
13,101,128,2
11,134,129,2
6,32,2,2
13,102,132,2
11,135,133,2
6,32,2,2
13,103,136,2
11,136,137,2
6,32,2,2
13,104,140,2
11,137,141,2
6,32,2,2
13,105,144,2
11,138,145,2
6,32,2,2
13,106,148,2
11,139,149,2
6,32,2,2
13,107,152,2
11,140,153,2
6,32,2,2
13,108,156,2
11,141,157,2
6,32,2,2
13,109,160,2
11,142,161,2
6,32,2,2
13,110,164,2
11,143,165,2
6,32,2,2
13,111,168,2
11,144,169,2
6,32,2,2
13,112,172,2
11,145,173,2
6,32,2,2
13,113,176,2
11,146,177,2
6,32,2,2
13,114,180,2
11,147,181,2
6,32,2,2
13,115,184,2
11,148,185,2
6,32,2,2
13,116,188,2
11,149,189,2
6,32,2,2
13,117,192,2
11,150,193,2
6,32,2,2
13,118,196,2
11,151,197,2
6,32,2,2
13,119,200,2
11,152,201,2
6,32,2,2
13,120,204,2
11,153,205,2
6,32,2,2
13,121,208,2
11,154,209,2
6,32,2,2
13,122,212,2
11,155,213,2
6,32,2,2
13,123,216,2
11,156,217,2
6,32,2,2
13,124,220,2
11,157,221,2
6,32,2,2
13,125,224,2
11,158,225,2
6,32,2,2
13,126,228,2
11,159,229,2
6,32,2,2
13,127,232,2
11,160,233,2
6,32,2,2
13,128,236,2
11,161,237,2
6,32,2,2
13,129,240,2
11,162,241,2
6,32,2,2
13,130,244,2
11,163,245,2
6,32,2,2
13,131,248,2
11,164,249,2
6,32,2,2
13,132,252,2
11,165,253,2
6,32,2,2
13,133,256,2
11,166,257,2
6,32,2,2
13,134,260,2
11,167,261,2
6,32,2,2
13,135,264,2
11,168,265,2
6,32,2,2
13,136,268,2
11,169,269,2
6,32,2,2
13,137,272,2
11,170,273,2
6,32,2,2
13,138,276,2
11,171,277,2
6,32,2,2
13,139,280,2
11,172,281,2
6,32,2,2
13,140,284,2
11,173,285,2
6,32,2,2
13,141,288,2
11,174,289,2
6,32,2,2
13,142,292,2
11,175,293,2
6,32,2,2
13,143,296,2
11,176,297,2
6,32,2,2
13,144,300,2
11,177,301,2
6,32,2,2
13,145,304,2
11,178,305,2
6,32,2,2
13,146,308,2
11,179,309,2
6,32,2,2
13,147,312,2
11,180,313,2
6,32,2,2
13,148,316,2
11,181,317,2
6,32,2,2
13,149,320,2
11,182,321,2
6,32,2,2
13,150,324,2
11,183,325,2
6,32,2,2
13,151,328,2
11,184,329,2
6,32,2,2
13,152,332,2
11,185,333,2
6,32,2,2
13,153,336,2
11,186,337,2
6,32,2,2
13,154,340,2
11,187,341,2
6,32,2,2
13,155,344,2
11,188,345,2
6,32,2,2
13,156,348,2
11,189,349,2
6,32,2,2
13,157,352,2
11,190,353,2
6,32,2,2
13,158,356,2
11,191,357,2
6,32,2,2
13,159,360,2
11,192,361,2
6,32,2,2
13,160,364,2
11,193,365,2
6,32,2,2
13,161,368,2
11,194,369,2
6,32,2,2
13,162,372,2
11,195,373,2
6,32,2,2
13,163,376,2
11,196,377,2
6,32,2,2
13,164,380,2
11,197,381,2
6,32,2,2
13,165,384,2
11,198,385,2
6,32,2,2
13,166,388,2
11,199,389,2
6,32,2,2
13,167,392,2
11,200,393,2
6,32,2,2
13,168,396,2
11,201,397,2
6,32,2,2
13,169,400,2
11,202,401,2
6,32,2,2
13,170,404,2
11,203,405,2
6,32,2,2
13,171,408,2
11,204,409,2
6,32,2,2
13,172,412,2
11,205,413,2
6,32,2,2
13,173,416,2
11,206,417,2
6,32,2,2
13,174,420,2
11,207,421,2
6,32,2,2
13,175,424,2
11,208,425,2
6,32,2,2
13,176,428,2
11,209,429,2
6,32,2,2
13,177,432,2
11,210,433,2
6,32,2,2
13,178,436,2
11,211,437,2
6,32,2,2
13,179,440,2
11,212,441,2
6,32,2,2
13,180,444,2
11,213,445,2
6,32,2,2
13,181,448,2
11,214,449,2
6,32,2,2
13,182,452,2
11,215,453,2
6,32,2,2
13,183,456,2
11,216,457,2
6,32,2,2
13,184,460,2
11,217,461,2
6,32,2,2
13,185,464,2
11,218,465,2
6,32,2,2
13,186,468,2
11,219,469,2
6,32,2,2
13,187,472,2
11,220,473,2
6,32,2,2
13,188,476,2
11,221,477,2
6,32,2,2
13,189,480,2
11,222,481,2
6,32,2,2
13,190,484,2
11,223,485,2
6,32,2,2
13,191,488,2
11,224,489,2
6,32,2,2
13,192,492,2
11,225,493,2
6,32,2,2
13,193,496,2
11,226,497,2
6,32,2,2
13,194,500,2
11,227,501,2
6,32,2,2
13,195,504,2
11,228,505,2
6,32,2,2
13,196,508,2
11,229,509,2
6,32,2,2
13,197,512,2
11,230,513,2
6,32,2,2
13,198,516,2
11,231,517,2
6,32,2,2
13,199,520,2
11,232,521,2
6,32,2,2
13,200,524,2
11,233,525,2
6,32,2,2
13,201,528,2
11,234,529,2
6,32,2,2
13,202,532,2
11,235,533,2
6,32,2,2
13,203,536,2
11,236,537,2
6,32,2,2
13,204,540,2
11,237,541,2
6,32,2,2
13,205,544,2
11,238,545,2
6,32,2,2
13,206,548,2
11,239,549,2
6,32,2,2
13,207,552,2
11,240,553,2
6,32,2,2
13,208,556,2
11,241,557,2
6,32,2,2
13,209,560,2
11,242,561,2
6,32,2,2
13,210,564,2
11,243,565,2
6,32,2,2
13,211,568,2
11,244,569,2
6,32,2,2
13,212,572,2
11,245,573,2
6,32,2,2
13,213,576,2
11,246,577,2
6,32,2,2
13,214,580,2
11,247,581,2
6,32,2,2
13,215,584,2
11,248,585,2
6,32,2,2
13,216,588,2
11,249,589,2
6,32,2,2
13,217,592,2
11,250,593,2
6,32,2,2
13,218,596,2
11,251,597,2
6,32,2,2
13,219,600,2
11,252,601,2
6,32,2,2
13,220,604,2
11,253,605,2
6,32,2,2
13,221,608,2
11,254,609,2
6,32,2,2
13,222,612,2
11,255,613,2
6,32,2,2
13,223,616,2
11,256,617,2
6,32,2,2
13,224,620,2
11,257,621,2
6,32,2,2
13,225,624,2
11,258,625,2
6,32,2,2
13,226,628,2
11,259,629,2
6,32,2,2
13,227,632,2
11,260,633,2
6,32,2,2
13,228,636,2
11,261,637,2
6,32,2,2
13,229,640,2
11,262,641,2
6,32,2,2
13,230,644,2
11,263,645,2
6,32,2,2
13,231,648,2
11,264,649,2
6,32,2,2
13,232,652,2
11,265,653,2
6,32,2,2
13,233,656,2
11,266,657,2
6,32,2,2
13,234,660,2
11,267,661,2
6,32,2,2
13,235,664,2
11,268,665,2
6,32,2,2
13,236,668,2
11,269,669,2
6,32,2,2
13,237,672,2
11,270,673,2
6,32,2,2
13,238,676,2
11,271,677,2
6,32,2,2
13,239,680,2
11,272,681,2
6,32,2,2
13,240,684,2
11,273,685,2
6,32,2,2
13,241,688,2
11,274,689,2
6,32,2,2
13,242,692,2
11,275,693,2
6,32,2,2
13,249,709,2
11,282,710,2
10,525,61789,2
9,224,1,2
12,807,61794,2
5,8,1,3
7,16,2,3
8,16,1,3
13,71,5,3
11,104,6,3
6,32,2,3
13,72,7,3
11,105,8,3
6,32,2,3
13,72,7,3
11,105,8,3
6,32,2,3
13,72,7,3
11,105,8,3
6,32,2,3
13,73,16,3
11,106,17,3
6,32,2,3
13,74,20,3
11,107,21,3
6,32,2,3
13,75,24,3
11,108,25,3
6,32,2,3
13,76,28,3
11,109,29,3
6,32,2,3
13,77,32,3
11,110,33,3
6,32,2,3
13,78,36,3
11,111,37,3
6,32,2,3
13,79,40,3
11,112,41,3
6,32,2,3
13,80,44,3
11,113,45,3
6,32,2,3
13,81,48,3
11,114,49,3
6,32,2,3
13,82,52,3
11,115,53,3
6,32,2,3
13,83,56,3
11,116,57,3
6,32,2,3
13,90,73,3
11,123,74,3
10,366,574,3
9,224,1,3
12,648,579,3
5,8,1,4
7,16,2,4
8,16,1,4
13,71,5,4
11,104,6,4
6,32,2,4
13,72,7,4
11,105,8,4
6,32,2,4
13,72,7,4
11,105,8,4
6,32,2,4
13,72,7,4
11,105,8,4
6,32,2,4
13,73,16,4
11,106,17,4
6,32,2,4
13,74,20,4
11,107,21,4
6,32,2,4
13,75,24,4
11,108,25,4
6,32,2,4
13,76,28,4
11,109,29,4
6,32,2,4
13,77,32,4
11,110,33,4
6,32,2,4
13,78,36,4
11,111,37,4
6,32,2,4
13,79,40,4
11,112,41,4
6,32,2,4
13,80,44,4
11,113,45,4
6,32,2,4
13,81,48,4
11,114,49,4
6,32,2,4
13,82,52,4
11,115,53,4
6,32,2,4
13,83,56,4
11,116,57,4
6,32,2,4
13,84,60,4
11,117,61,4
6,32,2,4
13,85,64,4
11,118,65,4
6,32,2,4
13,86,68,4
11,119,69,4
6,32,2,4
13,87,72,4
11,120,73,4
6,32,2,4
13,88,76,4
11,121,77,4
6,32,2,4
13,89,80,4
11,122,81,4
6,32,2,4
13,90,84,4
11,123,85,4
6,32,2,4
13,91,88,4
11,124,89,4
6,32,2,4
13,92,92,4
11,125,93,4
6,32,2,4
13,93,96,4
11,126,97,4
6,32,2,4
13,94,100,4
11,127,101,4
6,32,2,4
13,95,104,4
11,128,105,4
6,32,2,4
13,96,108,4
11,129,109,4
6,32,2,4
13,97,112,4
11,130,113,4
6,32,2,4
13,98,116,4
11,131,117,4
6,32,2,4
13,99,120,4
11,132,121,4
6,32,2,4
13,100,124,4
11,133,125,4
6,32,2,4
13,101,128,4
11,134,129,4
6,32,2,4
13,102,132,4
11,135,133,4
6,32,2,4
13,103,136,4
11,136,137,4
6,32,2,4
13,104,140,4
11,137,141,4
6,32,2,4
13,105,144,4
11,138,145,4
6,32,2,4
13,106,148,4
11,139,149,4
6,32,2,4
13,107,152,4
11,140,153,4
6,32,2,4
13,108,156,4
11,141,157,4
6,32,2,4
13,109,160,4
11,142,161,4
6,32,2,4
13,110,164,4
11,143,165,4
6,32,2,4
13,111,168,4
11,144,169,4
6,32,2,4
13,112,172,4
11,145,173,4
6,32,2,4
13,113,176,4
11,146,177,4
6,32,2,4
13,114,180,4
11,147,181,4
6,32,2,4
13,115,184,4
11,148,185,4
6,32,2,4
13,116,188,4
11,149,189,4
6,32,2,4
13,117,192,4
11,150,193,4
6,32,2,4
13,118,196,4
11,151,197,4
6,32,2,4
13,119,200,4
11,152,201,4
6,32,2,4
13,120,204,4
11,153,205,4
6,32,2,4
13,121,208,4
11,154,209,4
6,32,2,4
13,122,212,4
11,155,213,4
6,32,2,4
13,123,216,4
11,156,217,4
6,32,2,4
13,124,220,4
11,157,221,4
6,32,2,4
13,125,224,4
11,158,225,4
6,32,2,4
13,126,228,4
11,159,229,4
6,32,2,4
13,127,232,4
11,160,233,4
6,32,2,4
13,128,236,4
11,161,237,4
6,32,2,4
13,129,240,4
11,162,241,4
6,32,2,4
13,130,244,4
11,163,245,4
6,32,2,4
13,131,248,4
11,164,249,4
6,32,2,4
13,132,252,4
11,165,253,4
6,32,2,4
13,133,256,4
11,166,257,4
6,32,2,4
13,134,260,4
11,167,261,4
6,32,2,4
13,135,264,4
11,168,265,4
6,32,2,4
13,142,281,4
11,175,282,4
10,418,9466,4
9,224,1,4
12,700,9471,4
5,8,1,5
7,16,2,5
8,16,1,5
13,71,5,5
11,104,6,5
6,32,2,5
13,72,7,5
11,105,8,5
6,32,2,5
13,72,7,5
11,105,8,5
6,32,2,5
13,72,7,5
11,105,8,5
6,32,2,5
13,73,16,5
11,106,17,5
6,32,2,5
13,74,20,5
11,107,21,5
6,32,2,5
13,75,24,5
11,108,25,5
6,32,2,5
13,76,28,5
11,109,29,5
6,32,2,5
13,77,32,5
11,110,33,5
6,32,2,5
13,78,36,5
11,111,37,5
6,32,2,5
13,79,40,5
11,112,41,5
6,32,2,5
13,80,44,5
11,113,45,5
6,32,2,5
13,81,48,5
11,114,49,5
6,32,2,5
13,82,52,5
11,115,53,5
6,32,2,5
13,83,56,5
11,116,57,5
6,32,2,5
13,84,60,5
11,117,61,5
6,32,2,5
13,85,64,5
11,118,65,5
6,32,2,5
13,86,68,5
11,119,69,5
6,32,2,5
13,87,72,5
11,120,73,5
6,32,2,5
13,88,76,5
11,121,77,5
6,32,2,5
13,89,80,5
11,122,81,5
6,32,2,5
13,90,84,5
11,123,85,5
6,32,2,5
13,91,88,5
11,124,89,5
6,32,2,5
13,92,92,5
11,125,93,5
6,32,2,5
13,93,96,5
11,126,97,5
6,32,2,5
13,94,100,5
11,127,101,5
6,32,2,5
13,95,104,5
11,128,105,5
6,32,2,5
13,96,108,5
11,129,109,5
6,32,2,5
13,97,112,5
11,130,113,5
6,32,2,5
13,98,116,5
11,131,117,5
6,32,2,5
13,99,120,5
11,132,121,5
6,32,2,5
13,100,124,5
11,133,125,5
6,32,2,5
13,101,128,5
11,134,129,5
6,32,2,5
13,102,132,5
11,135,133,5
6,32,2,5
13,103,136,5
11,136,137,5
6,32,2,5
13,104,140,5
11,137,141,5
6,32,2,5
13,105,144,5
11,138,145,5
6,32,2,5
13,106,148,5
11,139,149,5
6,32,2,5
13,107,152,5
11,140,153,5
6,32,2,5
13,108,156,5
11,141,157,5
6,32,2,5
13,109,160,5
11,142,161,5
6,32,2,5
13,110,164,5
11,143,165,5
6,32,2,5
13,111,168,5
11,144,169,5
6,32,2,5
13,112,172,5
11,145,173,5
6,32,2,5
13,113,176,5
11,146,177,5
6,32,2,5
13,114,180,5
11,147,181,5
6,32,2,5
13,115,184,5
11,148,185,5
6,32,2,5
13,116,188,5
11,149,189,5
6,32,2,5
13,117,192,5
11,150,193,5
6,32,2,5
13,118,196,5
11,151,197,5
6,32,2,5
13,119,200,5
11,152,201,5
6,32,2,5
13,120,204,5
11,153,205,5
6,32,2,5
13,121,208,5
11,154,209,5
6,32,2,5
13,122,212,5
11,155,213,5
6,32,2,5
13,123,216,5
11,156,217,5
6,32,2,5
13,124,220,5
11,157,221,5
6,32,2,5
13,125,224,5
11,158,225,5
6,32,2,5
13,126,228,5
11,159,229,5
6,32,2,5
13,127,232,5
11,160,233,5
6,32,2,5
13,128,236,5
11,161,237,5
6,32,2,5
13,129,240,5
11,162,241,5
6,32,2,5
13,130,244,5
11,163,245,5
6,32,2,5
13,131,248,5
11,164,249,5
6,32,2,5
13,132,252,5
11,165,253,5
6,32,2,5
13,133,256,5
11,166,257,5
6,32,2,5
13,134,260,5
11,167,261,5
6,32,2,5
13,135,264,5
11,168,265,5
6,32,2,5
13,136,268,5
11,169,269,5
6,32,2,5
13,137,272,5
11,170,273,5
6,32,2,5
13,138,276,5
11,171,277,5
6,32,2,5
13,139,280,5
11,172,281,5
6,32,2,5
13,140,284,5
11,173,285,5
6,32,2,5
13,141,288,5
11,174,289,5
6,32,2,5
13,142,292,5
11,175,293,5
6,32,2,5
13,143,296,5
11,176,297,5
6,32,2,5
13,144,300,5
11,177,301,5
6,32,2,5
13,145,304,5
11,178,305,5
6,32,2,5
13,146,308,5
11,179,309,5
6,32,2,5
13,147,312,5
11,180,313,5
6,32,2,5
13,148,316,5
11,181,317,5
6,32,2,5
13,149,320,5
11,182,321,5
6,32,2,5
13,150,324,5
11,183,325,5
6,32,2,5
13,151,328,5
11,184,329,5
6,32,2,5
13,152,332,5
11,185,333,5
6,32,2,5
13,153,336,5
11,186,337,5
6,32,2,5
13,154,340,5
11,187,341,5
6,32,2,5
13,155,344,5
11,188,345,5
6,32,2,5
13,156,348,5
11,189,349,5
6,32,2,5
13,157,352,5
11,190,353,5
6,32,2,5
13,158,356,5
11,191,357,5
6,32,2,5
13,159,360,5
11,192,361,5
6,32,2,5
13,160,364,5
11,193,365,5
6,32,2,5
13,161,368,5
11,194,369,5
6,32,2,5
13,162,372,5
11,195,373,5
6,32,2,5
13,163,376,5
11,196,377,5
6,32,2,5
13,164,380,5
11,197,381,5
6,32,2,5
13,165,384,5
11,198,385,5
6,32,2,5
13,166,388,5
11,199,389,5
6,32,2,5
13,167,392,5
11,200,393,5
6,32,2,5
13,168,396,5
11,201,397,5
6,32,2,5
13,169,400,5
11,202,401,5
6,32,2,5
13,170,404,5
11,203,405,5
6,32,2,5
13,171,408,5
11,204,409,5
6,32,2,5
13,172,412,5
11,205,413,5
6,32,2,5
13,173,416,5
11,206,417,5
6,32,2,5
13,174,420,5
11,207,421,5
6,32,2,5
13,175,424,5
11,208,425,5
6,32,2,5
13,176,428,5
11,209,429,5
6,32,2,5
13,177,432,5
11,210,433,5
6,32,2,5
13,178,436,5
11,211,437,5
6,32,2,5
13,179,440,5
11,212,441,5
6,32,2,5
13,180,444,5
11,213,445,5
6,32,2,5
13,181,448,5
11,214,449,5
6,32,2,5
13,182,452,5
11,215,453,5
6,32,2,5
13,183,456,5
11,216,457,5
6,32,2,5
13,184,460,5
11,217,461,5
6,32,2,5
13,185,464,5
11,218,465,5
6,32,2,5
13,186,468,5
11,219,469,5
6,32,2,5
13,187,472,5
11,220,473,5
6,32,2,5
13,188,476,5
11,221,477,5
6,32,2,5
13,189,480,5
11,222,481,5
6,32,2,5
13,190,484,5
11,223,485,5
6,32,2,5
13,191,488,5
11,224,489,5
6,32,2,5
13,192,492,5
11,225,493,5
6,32,2,5
13,193,496,5
11,226,497,5
6,32,2,5
13,194,500,5
11,227,501,5
6,32,2,5
13,195,504,5
11,228,505,5
6,32,2,5
13,196,508,5
11,229,509,5
6,32,2,5
13,197,512,5
11,230,513,5
6,32,2,5
13,198,516,5
11,231,517,5
6,32,2,5
13,199,520,5
11,232,521,5
6,32,2,5
13,200,524,5
11,233,525,5
6,32,2,5
13,201,528,5
11,234,529,5
6,32,2,5
13,202,532,5
11,235,533,5
6,32,2,5
13,203,536,5
11,236,537,5
6,32,2,5
13,204,540,5
11,237,541,5
6,32,2,5
13,205,544,5
11,238,545,5
6,32,2,5
13,206,548,5
11,239,549,5
6,32,2,5
13,207,552,5
11,240,553,5
6,32,2,5
13,208,556,5
11,241,557,5
6,32,2,5
13,209,560,5
11,242,561,5
6,32,2,5
13,210,564,5
11,243,565,5
6,32,2,5
13,211,568,5
11,244,569,5
6,32,2,5
13,212,572,5
11,245,573,5
6,32,2,5
13,213,576,5
11,246,577,5
6,32,2,5
13,214,580,5
11,247,581,5
6,32,2,5
13,215,584,5
11,248,585,5
6,32,2,5
13,216,588,5
11,249,589,5
6,32,2,5
13,217,592,5
11,250,593,5
6,32,2,5
13,218,596,5
11,251,597,5
6,32,2,5
13,219,600,5
11,252,601,5
6,32,2,5
13,220,604,5
11,253,605,5
6,32,2,5
13,221,608,5
11,254,609,5
6,32,2,5
13,222,612,5
11,255,613,5
6,32,2,5
13,223,616,5
11,256,617,5
6,32,2,5
13,224,620,5
11,257,621,5
6,32,2,5
13,225,624,5
11,258,625,5
6,32,2,5
13,226,628,5
11,259,629,5
6,32,2,5
13,227,632,5
11,260,633,5
6,32,2,5
13,228,636,5
11,261,637,5
6,32,2,5
13,229,640,5
11,262,641,5
6,32,2,5
13,230,644,5
11,263,645,5
6,32,2,5
13,231,648,5
11,264,649,5
6,32,2,5
13,232,652,5
11,265,653,5
6,32,2,5
13,233,656,5
11,266,657,5
6,32,2,5
13,234,660,5
11,267,661,5
6,32,2,5
13,235,664,5
11,268,665,5
6,32,2,5
13,236,668,5
11,269,669,5
6,32,2,5
13,237,672,5
11,270,673,5
6,32,2,5
13,238,676,5
11,271,677,5
6,32,2,5
13,239,680,5
11,272,681,5
6,32,2,5
13,240,684,5
11,273,685,5
6,32,2,5
13,241,688,5
11,274,689,5
6,32,2,5
13,248,705,5
11,281,706,5
10,524,61088,5
9,224,1,5
12,806,61093,5
5,8,1,6
7,16,2,6
8,16,1,6
13,71,5,6
11,104,6,6
6,32,2,6
13,72,7,6
11,105,8,6
6,32,2,6
13,72,7,6
11,105,8,6
6,32,2,6
13,72,7,6
11,105,8,6
6,32,2,6
13,73,16,6
11,106,17,6
6,32,2,6
13,74,20,6
11,107,21,6
6,32,2,6
13,75,24,6
11,108,25,6
6,32,2,6
13,76,28,6
11,109,29,6
6,32,2,6
13,77,32,6
11,110,33,6
6,32,2,6
13,78,36,6
11,111,37,6
6,32,2,6
13,79,40,6
11,112,41,6
6,32,2,6
13,80,44,6
11,113,45,6
6,32,2,6
13,81,48,6
11,114,49,6
6,32,2,6
13,82,52,6
11,115,53,6
6,32,2,6
13,83,56,6
11,116,57,6
6,32,2,6
13,84,60,6
11,117,61,6
6,32,2,6
13,85,64,6
11,118,65,6
6,32,2,6
13,86,68,6
11,119,69,6
6,32,2,6
13,87,72,6
11,120,73,6
6,32,2,6
13,88,76,6
11,121,77,6
6,32,2,6
13,89,80,6
11,122,81,6
6,32,2,6
13,90,84,6
11,123,85,6
6,32,2,6
13,91,88,6
11,124,89,6
6,32,2,6
13,92,92,6
11,125,93,6
6,32,2,6
13,93,96,6
11,126,97,6
6,32,2,6
13,94,100,6
11,127,101,6
6,32,2,6
13,101,117,6
11,134,118,6
10,377,1553,6
9,224,1,6
12,659,1558,6
5,8,1,7
7,16,2,7
8,16,1,7
13,71,5,7
11,104,6,7
6,32,2,7
13,72,7,7
11,105,8,7
6,32,2,7
13,72,7,7
11,105,8,7
6,32,2,7
13,72,7,7
11,105,8,7
6,32,2,7
13,73,16,7
11,106,17,7
6,32,2,7
13,74,20,7
11,107,21,7
6,32,2,7
13,75,24,7
11,108,25,7
6,32,2,7
13,76,28,7
11,109,29,7
6,32,2,7
13,77,32,7
11,110,33,7
6,32,2,7
13,78,36,7
11,111,37,7
6,32,2,7
13,79,40,7
11,112,41,7
6,32,2,7
13,80,44,7
11,113,45,7
6,32,2,7
13,81,48,7
11,114,49,7
6,32,2,7
13,82,52,7
11,115,53,7
6,32,2,7
13,83,56,7
11,116,57,7
6,32,2,7
13,84,60,7
11,117,61,7
6,32,2,7
13,85,64,7
11,118,65,7
6,32,2,7
13,86,68,7
11,119,69,7
6,32,2,7
13,87,72,7
11,120,73,7
6,32,2,7
13,88,76,7
11,121,77,7
6,32,2,7
13,89,80,7
11,122,81,7
6,32,2,7
13,90,84,7
11,123,85,7
6,32,2,7
13,91,88,7
11,124,89,7
6,32,2,7
13,92,92,7
11,125,93,7
6,32,2,7
13,93,96,7
11,126,97,7
6,32,2,7
13,94,100,7
11,127,101,7
6,32,2,7
13,95,104,7
11,128,105,7
6,32,2,7
13,96,108,7
11,129,109,7
6,32,2,7
13,97,112,7
11,130,113,7
6,32,2,7
13,98,116,7
11,131,117,7
6,32,2,7
13,99,120,7
11,132,121,7
6,32,2,7
13,100,124,7
11,133,125,7
6,32,2,7
13,101,128,7
11,134,129,7
6,32,2,7
13,102,132,7
11,135,133,7
6,32,2,7
13,103,136,7
11,136,137,7
6,32,2,7
13,104,140,7
11,137,141,7
6,32,2,7
13,105,144,7
11,138,145,7
6,32,2,7
13,106,148,7
11,139,149,7
6,32,2,7
13,107,152,7
11,140,153,7
6,32,2,7
13,108,156,7
11,141,157,7
6,32,2,7
13,109,160,7
11,142,161,7
6,32,2,7
13,110,164,7
11,143,165,7
6,32,2,7
13,111,168,7
11,144,169,7
6,32,2,7
13,112,172,7
11,145,173,7
6,32,2,7
13,113,176,7
11,146,177,7
6,32,2,7
13,114,180,7
11,147,181,7
6,32,2,7
13,115,184,7
11,148,185,7
6,32,2,7
13,116,188,7
11,149,189,7
6,32,2,7
13,117,192,7
11,150,193,7
6,32,2,7
13,118,196,7
11,151,197,7
6,32,2,7
13,119,200,7
11,152,201,7
6,32,2,7
13,120,204,7
11,153,205,7
6,32,2,7
13,121,208,7
11,154,209,7
6,32,2,7
13,122,212,7
11,155,213,7
6,32,2,7
13,123,216,7
11,156,217,7
6,32,2,7
13,124,220,7
11,157,221,7
6,32,2,7
13,125,224,7
11,158,225,7
6,32,2,7
13,126,228,7
11,159,229,7
6,32,2,7
13,127,232,7
11,160,233,7
6,32,2,7
13,128,236,7
11,161,237,7
6,32,2,7
13,129,240,7
11,162,241,7
6,32,2,7
13,130,244,7
11,163,245,7
6,32,2,7
13,131,248,7
11,164,249,7
6,32,2,7
13,132,252,7
11,165,253,7
6,32,2,7
13,133,256,7
11,166,257,7
6,32,2,7
13,134,260,7
11,167,261,7
6,32,2,7
13,135,264,7
11,168,265,7
6,32,2,7
13,136,268,7
11,169,269,7
6,32,2,7
13,137,272,7
11,170,273,7
6,32,2,7
13,138,276,7
11,171,277,7
6,32,2,7
13,139,280,7
11,172,281,7
6,32,2,7
13,140,284,7
11,173,285,7
6,32,2,7
13,141,288,7
11,174,289,7
6,32,2,7
13,142,292,7
11,175,293,7
6,32,2,7
13,143,296,7
11,176,297,7
6,32,2,7
13,144,300,7
11,177,301,7
6,32,2,7
13,145,304,7
11,178,305,7
6,32,2,7
13,146,308,7
11,179,309,7
6,32,2,7
13,147,312,7
11,180,313,7
6,32,2,7
13,148,316,7
11,181,317,7
6,32,2,7
13,149,320,7
11,182,321,7
6,32,2,7
13,150,324,7
11,183,325,7
6,32,2,7
13,151,328,7
11,184,329,7
6,32,2,7
13,152,332,7
11,185,333,7
6,32,2,7
13,153,336,7
11,186,337,7
6,32,2,7
13,154,340,7
11,187,341,7
6,32,2,7
13,155,344,7
11,188,345,7
6,32,2,7
13,156,348,7
11,189,349,7
6,32,2,7
13,157,352,7
11,190,353,7
6,32,2,7
13,158,356,7
11,191,357,7
6,32,2,7
13,159,360,7
11,192,361,7
6,32,2,7
13,160,364,7
11,193,365,7
6,32,2,7
13,161,368,7
11,194,369,7
6,32,2,7
13,162,372,7
11,195,373,7
6,32,2,7
13,163,376,7
11,196,377,7
6,32,2,7
13,170,393,7
11,203,394,7
10,446,18734,7
9,224,1,7
12,728,18739,7
5,8,1,8
7,16,2,8
8,16,1,8
13,71,5,8
11,104,6,8
